2025-09-29 19:44:54.861 | INFO     | infra.logging:setup_structured_logging:382 | Structured logging initialized
2025-09-30 14:45:55.571 | WARNING  | infra.metrics:_trigger_alerts:349 | ALERT: Too many consecutive errors: 1734
2025-09-30 14:45:55.571 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:46:00.582 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:46:05.595 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:46:10.603 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:46:15.615 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:46:20.624 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:46:26.586 | DEBUG    | infra.metrics:_collect_system_metrics:180 | System metrics: CPU 1.8%, Memory 49.1%, Disk 34.0%
2025-09-30 14:46:26.586 | WARNING  | infra.metrics:_trigger_alerts:349 | ALERT: Too many consecutive errors: 1740
2025-09-30 14:46:26.586 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:46:31.600 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:46:36.614 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:46:41.621 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:46:46.624 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:46:51.639 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:46:57.602 | DEBUG    | infra.metrics:_collect_system_metrics:180 | System metrics: CPU 1.4%, Memory 49.1%, Disk 34.0%
2025-09-30 14:46:57.602 | WARNING  | infra.metrics:_trigger_alerts:349 | ALERT: Too many consecutive errors: 1746
2025-09-30 14:46:57.602 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:47:02.608 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:47:07.620 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:47:12.632 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:47:17.640 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:47:22.641 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:47:28.625 | DEBUG    | infra.metrics:_collect_system_metrics:180 | System metrics: CPU 1.9%, Memory 49.1%, Disk 34.0%
2025-09-30 14:47:28.625 | WARNING  | infra.metrics:_trigger_alerts:349 | ALERT: Too many consecutive errors: 1752
2025-09-30 14:47:28.625 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:47:34.852 | DEBUG    | runner.live:_health_check:487 | Health check passed
2025-09-30 14:47:34.852 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:47:39.879 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:47:44.884 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:47:49.885 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:47:54.891 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:47:59.640 | DEBUG    | infra.metrics:_collect_system_metrics:180 | System metrics: CPU 1.1%, Memory 49.0%, Disk 34.0%
2025-09-30 14:47:59.646 | WARNING  | infra.metrics:_trigger_alerts:349 | ALERT: Too many consecutive errors: 1758
2025-09-30 14:47:59.882 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:48:04.888 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:48:09.892 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:48:14.893 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:48:19.893 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:48:24.908 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:48:30.666 | DEBUG    | infra.metrics:_collect_system_metrics:180 | System metrics: CPU 1.1%, Memory 49.0%, Disk 34.0%
2025-09-30 14:48:30.666 | WARNING  | infra.metrics:_trigger_alerts:349 | ALERT: Too many consecutive errors: 1764
2025-09-30 14:48:30.666 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:48:35.674 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:48:40.689 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:48:45.700 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:48:50.708 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:48:55.711 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:49:01.680 | DEBUG    | infra.metrics:_collect_system_metrics:180 | System metrics: CPU 1.8%, Memory 49.1%, Disk 34.0%
2025-09-30 14:49:01.680 | WARNING  | infra.metrics:_trigger_alerts:349 | ALERT: Too many consecutive errors: 1770
2025-09-30 14:49:01.680 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:49:06.693 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:49:11.700 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:49:16.714 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:49:21.723 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:49:26.728 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:49:32.690 | DEBUG    | infra.metrics:_collect_system_metrics:180 | System metrics: CPU 2.3%, Memory 49.0%, Disk 34.0%
2025-09-30 14:49:32.690 | WARNING  | infra.metrics:_trigger_alerts:349 | ALERT: Too many consecutive errors: 1776
2025-09-30 14:49:32.690 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:49:37.705 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:49:42.713 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:49:47.714 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:49:52.727 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:49:57.741 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:50:03.697 | DEBUG    | infra.metrics:_collect_system_metrics:180 | System metrics: CPU 1.9%, Memory 49.0%, Disk 34.0%
2025-09-30 14:50:03.697 | WARNING  | infra.metrics:_trigger_alerts:349 | ALERT: Too many consecutive errors: 1782
2025-09-30 14:50:03.697 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:50:08.704 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:50:13.707 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:50:18.711 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:50:23.715 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:50:28.717 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:50:34.694 | DEBUG    | infra.metrics:_collect_system_metrics:180 | System metrics: CPU 1.3%, Memory 48.9%, Disk 34.0%
2025-09-30 14:50:34.694 | WARNING  | infra.metrics:_trigger_alerts:349 | ALERT: Too many consecutive errors: 1788
2025-09-30 14:50:34.694 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:50:39.708 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:50:44.713 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:50:49.723 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:50:54.734 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:50:59.735 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:51:05.701 | DEBUG    | infra.metrics:_collect_system_metrics:180 | System metrics: CPU 1.6%, Memory 49.0%, Disk 34.0%
2025-09-30 14:51:05.701 | WARNING  | infra.metrics:_trigger_alerts:349 | ALERT: Too many consecutive errors: 1794
2025-09-30 14:51:05.701 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:51:10.710 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:51:15.722 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:51:20.730 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:51:25.740 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:51:30.746 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:51:36.715 | DEBUG    | infra.metrics:_collect_system_metrics:180 | System metrics: CPU 1.9%, Memory 49.0%, Disk 34.0%
2025-09-30 14:51:36.715 | WARNING  | infra.metrics:_trigger_alerts:349 | ALERT: Too many consecutive errors: 1800
2025-09-30 14:51:36.715 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:51:41.725 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:51:46.738 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:51:51.752 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:51:56.752 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:52:01.759 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:52:07.745 | DEBUG    | infra.metrics:_collect_system_metrics:180 | System metrics: CPU 2.0%, Memory 49.0%, Disk 34.0%
2025-09-30 14:52:07.745 | WARNING  | infra.metrics:_trigger_alerts:349 | ALERT: Too many consecutive errors: 1806
2025-09-30 14:52:07.746 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:52:12.747 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:52:17.754 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:52:22.768 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:52:27.778 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:52:32.786 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:52:38.765 | DEBUG    | infra.metrics:_collect_system_metrics:180 | System metrics: CPU 2.6%, Memory 49.1%, Disk 34.0%
2025-09-30 14:52:38.765 | WARNING  | infra.metrics:_trigger_alerts:349 | ALERT: Too many consecutive errors: 1812
2025-09-30 14:52:39.591 | DEBUG    | runner.live:_health_check:487 | Health check passed
2025-09-30 14:52:39.591 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:52:44.603 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:52:49.604 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:52:54.607 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:52:59.620 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:53:04.623 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:53:09.777 | DEBUG    | infra.metrics:_collect_system_metrics:180 | System metrics: CPU 1.9%, Memory 49.2%, Disk 34.0%
2025-09-30 14:53:09.777 | WARNING  | infra.metrics:_trigger_alerts:349 | ALERT: Too many consecutive errors: 1818
2025-09-30 14:53:09.777 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:53:14.786 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:53:19.802 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:53:24.816 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:53:29.829 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:53:34.833 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:53:40.805 | DEBUG    | infra.metrics:_collect_system_metrics:180 | System metrics: CPU 2.7%, Memory 49.2%, Disk 34.0%
2025-09-30 14:53:40.805 | WARNING  | infra.metrics:_trigger_alerts:349 | ALERT: Too many consecutive errors: 1824
2025-09-30 14:53:40.808 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:53:45.808 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:53:50.820 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:53:55.832 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:54:00.839 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:54:05.847 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:54:11.821 | DEBUG    | infra.metrics:_collect_system_metrics:180 | System metrics: CPU 1.0%, Memory 49.2%, Disk 34.0%
2025-09-30 14:54:11.821 | WARNING  | infra.metrics:_trigger_alerts:349 | ALERT: Too many consecutive errors: 1830
2025-09-30 14:54:11.821 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:54:16.831 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:54:21.845 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:54:26.860 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:54:31.870 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:54:36.885 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:54:42.832 | DEBUG    | infra.metrics:_collect_system_metrics:180 | System metrics: CPU 1.3%, Memory 49.2%, Disk 34.0%
2025-09-30 14:54:42.832 | WARNING  | infra.metrics:_trigger_alerts:349 | ALERT: Too many consecutive errors: 1836
2025-09-30 14:54:42.832 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:54:47.851 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:54:52.863 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:54:57.876 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:55:02.883 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:55:07.890 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:55:13.832 | DEBUG    | infra.metrics:_collect_system_metrics:180 | System metrics: CPU 2.0%, Memory 49.1%, Disk 34.0%
2025-09-30 14:55:13.832 | WARNING  | infra.metrics:_trigger_alerts:349 | ALERT: Too many consecutive errors: 1842
2025-09-30 14:55:13.832 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:55:18.834 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:55:23.844 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:55:28.844 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:55:33.853 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:55:38.856 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:55:44.838 | DEBUG    | infra.metrics:_collect_system_metrics:180 | System metrics: CPU 1.9%, Memory 49.2%, Disk 34.0%
2025-09-30 14:55:44.838 | WARNING  | infra.metrics:_trigger_alerts:349 | ALERT: Too many consecutive errors: 1848
2025-09-30 14:55:44.838 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:55:49.839 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:55:54.845 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:55:59.846 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:56:04.856 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:56:09.862 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:56:15.843 | DEBUG    | infra.metrics:_collect_system_metrics:180 | System metrics: CPU 2.0%, Memory 49.2%, Disk 34.0%
2025-09-30 14:56:15.843 | WARNING  | infra.metrics:_trigger_alerts:349 | ALERT: Too many consecutive errors: 1854
2025-09-30 14:56:15.843 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:56:20.846 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:56:25.857 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:56:30.864 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:56:35.877 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:56:40.883 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:56:46.838 | DEBUG    | infra.metrics:_collect_system_metrics:180 | System metrics: CPU 2.4%, Memory 48.9%, Disk 34.0%
2025-09-30 14:56:46.838 | WARNING  | infra.metrics:_trigger_alerts:349 | ALERT: Too many consecutive errors: 1860
2025-09-30 14:56:46.844 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:56:51.846 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:56:56.860 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:57:01.865 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:57:06.881 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:57:11.894 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:57:17.843 | DEBUG    | infra.metrics:_collect_system_metrics:180 | System metrics: CPU 1.8%, Memory 48.9%, Disk 34.0%
2025-09-30 14:57:17.843 | WARNING  | infra.metrics:_trigger_alerts:349 | ALERT: Too many consecutive errors: 1866
2025-09-30 14:57:17.843 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:57:22.848 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:57:27.849 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:57:32.858 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:57:37.859 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:57:43.433 | DEBUG    | runner.live:_health_check:487 | Health check passed
2025-09-30 14:57:43.433 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:57:48.853 | DEBUG    | infra.metrics:_collect_system_metrics:180 | System metrics: CPU 1.6%, Memory 48.9%, Disk 34.0%
2025-09-30 14:57:48.853 | WARNING  | infra.metrics:_trigger_alerts:349 | ALERT: Too many consecutive errors: 1872
2025-09-30 14:57:48.853 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:57:53.862 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:57:58.867 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:58:03.873 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:58:08.874 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:58:13.890 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:58:19.855 | DEBUG    | infra.metrics:_collect_system_metrics:180 | System metrics: CPU 2.0%, Memory 48.9%, Disk 34.0%
2025-09-30 14:58:19.855 | WARNING  | infra.metrics:_trigger_alerts:349 | ALERT: Too many consecutive errors: 1878
2025-09-30 14:58:19.855 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:58:24.865 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:58:29.877 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:58:34.882 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:58:39.894 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:58:44.906 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 14:58:50.859 | DEBUG    | infra.metrics:_collect_system_metrics:180 | System metrics: CPU 1.4%, Memory 48.9%, Disk 34.0%
2025-09-30 14:58:50.859 | WARNING  | infra.metrics:_trigger_alerts:349 | ALERT: Too many consecutive errors: 1884
